class   code	description
icd9procs	12.22	虹膜活组织检查
icd9procs	12.29	虹膜、睫状体、巩膜和前房其他诊断性操作
icd9procs	12.3	虹膜成形术和瞳孔成形术
icd9procs	12.31	虹膜前房角粘连松解术
icd9procs	12.32	其他虹膜前粘连松解术
icd9procs	12.33	虹膜后粘连松解术
icd9procs	12.34	角膜玻璃体粘连松解术
icd9procs	12.35	瞳孔成形术
icd9procs	12.39	其他虹膜成形术
icd9procs	12.4	虹膜和睫状体病损切除术或破坏术
icd9procs	12.4	虹膜和睫状体病损切除术或破坏术
icd9procs	12.40	去除眼前节病损NOS
icd9procs	12.41	虹膜病损破坏术,非切除法
icd9procs	12.41	虹膜病损破坏术,非切除法
icd9procs	12.42	虹膜病损切除术
icd9procs	12.43	睫状体病损破坏术,非切除法
icd9procs	12.44	睫状体病损切除术
icd9procs	12.5	促进眼内循环
icd9procs	12.51	眼前房角穿刺不伴眼前房角切开
icd9procs	12.52	眼前房角切开不伴眼前房角穿刺
icd9procs	12.53	眼前房角切开伴眼前房角穿刺
icd9procs	12.54	外路小梁切开术
icd9procs	12.55	睫状体分离术
icd9procs	12.59	其他促进眼内循环
icd9procs	12.6	巩膜造口术
icd9procs	12.61	巩膜环钻术伴虹膜切除术
icd9procs	12.62	巩膜热灼术伴虹膜切除术
icd9procs	12.63	虹膜钳顿术和虹膜牵引术
icd9procs	12.64	外路小梁切除术
icd9procs	12.65	其他巩膜造口术伴虹膜切除术
icd9procs	12.66	巩膜造口术后的修复术
icd9procs	12.67	眼房水引流装置置入
icd9procs	12.69	其他造口术
icd9procs	12.7	其他高眼内压的缓解法
icd9procs	12.71	睫状体透热凝固术
icd9procs	12.72	睫状体冷冻疗法
icd9procs	12.73	睫状体光凝固法
icd9procs	12.74	缩减睫状体NOS
icd9procs	12.79	其他青光眼操作
icd9procs	12.8	巩膜手术
icd9procs	12.81	巩膜裂伤缝合术
icd9procs	12.82	巩膜造口修补术
icd9procs	12.83	眼前节手术伤口修复术NEC
icd9procs	12.84	巩膜病损切除术或破坏术
icd9procs	12.85	用移植物的巩膜葡萄肿修补术
icd9procs	12.86	巩膜葡萄肿其他修补术
icd9procs	12.87	用移植物的巩膜加固
icd9procs	12.88	其他巩膜加固术
icd9procs	12.89	巩膜其他手术
icd9procs	12.9	虹膜、睫状体和前房的其他手术
icd9procs	12.9	虹膜、睫状体和前房的其他手术
icd9procs	12.91	前房治疗性排空术
icd9procs	12.92	前房注射
icd9procs	12.93	前房上皮延生物的去除或破坏术
icd9procs	12.97	虹膜其他手术
icd9procs	12.98	睫状体其他手术
icd9procs	12.99	前房其他手术
icd9procs	12.99	前房其他手术
icd9procs	13	晶状体手术
icd9procs	13.0	去除晶状体异物
icd9procs	13.00	去除晶状体异物NOS
icd9procs	13.01	用磁吸法的去除晶状体异物
icd9procs	13.02	不使用磁吸法的去除晶状体异物
icd9procs	13.1	晶状体囊内摘出术
icd9procs	13.11	经颞下入路晶状体囊内摘出术
icd9procs	13.19	晶状体其他囊内摘出术
icd9procs	13.2	晶状体囊外摘出术,用线形摘出法
icd9procs	13.3	晶状体囊外摘出术,用单纯抽吸(和冲洗术)法
icd9procs	13.4	晶状体囊外摘出术，用碎裂术和抽吸法
icd9procs	13.41	白内障晶体乳化和抽吸
icd9procs	13.42	白内障晶状体机械性碎裂术和抽吸，用后入路
icd9procs	13.43	白内障晶状体机械性碎裂术和其他抽吸
icd9procs	13.5	晶状体其他囊外摘出术
icd9procs	13.51	经颞下入路晶状体囊外摘出术
icd9procs	13.59	晶状体其他囊外摘出术
icd9procs	13.6	其他白内障摘出术
icd9procs	13.64	后发膜刺开术[复发性白内障]
icd9procs	13.65	后发膜切除术[复发性白内障]
icd9procs	13.66	后发膜机械性碎裂术[复发性白内障]
icd9procs	13.69	其他白内障摘出术
icd9procs	13.7	人工晶体植入术
icd9procs	13.70	置入人工晶体NOS
icd9procs	13.71	眼内人工晶状体置入同时伴白内障摘出术,一期
icd9procs	13.72	眼内人工晶状体二期置入
icd9procs	13.8	去除置入晶状体
icd9procs	13.9	晶状体其他手术
icd9procs	13.9	晶状体其他手术
icd9procs	13.90	晶状体手术NEC
icd9procs	13.90	晶状体手术NEC
icd9procs	13.91	眼内镜假体植入
icd9procs	14	视网膜、脉络膜、玻璃体和后房手术
icd9procs	14.0	去除眼后节异物
icd9procs	14.00	去除眼后节异物NOS
icd9procs	14.01	用磁吸法去除眼后节异物
icd9procs	14.02	不用磁吸法去除眼后节异物
icd9procs	14.1	视网膜、脉络膜、玻璃体和后房诊断性操作
icd9procs	14.11	玻璃体诊断性抽吸
icd9procs	14.19	视网膜、脉络膜、玻璃体和后房的其他诊断性操作
icd9procs	14.2	视网膜和脉络膜病损破坏术
icd9procs	14.21	用透热法的脉络膜视网膜病损破坏术
icd9procs	14.22	用冷冻疗法的脉络膜视网膜病损破坏术
icd9procs	14.23	用氙弧光凝固法的脉络膜视网膜病损破坏术
icd9procs	14.24	用激光光凝固法的脉络膜视网膜病损破坏术
icd9procs	14.25	用未特指类型光凝固法的脉络膜视网膜病损破坏术
icd9procs	14.26	用放射疗法的脉络膜视网膜病损破坏术
icd9procs	14.27	用放射源植入法的脉络膜视网膜病损破坏术
icd9procs	14.29	脉络膜视网膜病损其他破坏术
icd9procs	14.3	视网膜裂伤修补术
icd9procs	14.31	用透热疗法的视网膜裂伤修补术
icd9procs	14.32	用冷冻疗法的视网膜裂伤修补术
icd9procs	14.33	用氙弧光凝固法的视网膜裂伤修补术
icd9procs	14.34	用激光光凝固法的视网膜裂伤修补术
icd9procs	14.35	用未特指类型光凝固法的视网膜裂伤修补术
icd9procs	14.39	视网膜裂伤其他修补术
icd9procs	14.4	用巩膜环扎和植入的视网膜脱离修补术
icd9procs	14.41	巩膜环扎术伴有植入物
icd9procs	14.49	其他巩膜环扎术
icd9procs	14.5	视网膜脱离其他修补术
icd9procs	14.51	用透热疗法的视网膜脱离修补术
icd9procs	14.52	用冷冻疗法的视网膜脱离修补术
icd9procs	14.53	用氙弧光凝固法的视网膜脱离修补术
icd9procs	14.54	用激光光凝固法的视网膜脱离修补术
icd9procs	14.55	用未特指类型光凝固法的视网膜脱离修补术
icd9procs	14.59	视网膜脱离其他修补术
icd9procs	14.6	去除眼后节手术植入物
icd9procs	14.7	玻璃体手术
icd9procs	14.7	玻璃体手术
icd9procs	14.71	去除玻璃体,前入路
icd9procs	14.72	玻璃体其他去除法
icd9procs	14.73	经前入路的机械性玻璃体切除术
icd9procs	14.74	其他机械性玻璃体切除术，后入路
icd9procs	14.75	注射玻璃体替代物
icd9procs	14.75	注射玻璃体替代物
icd9procs	14.79	玻璃体其他手术
icd9procs	14.79	玻璃体其他手术
icd9procs	14.9	视网膜、脉络膜和后房其他手术
icd9procs	15	眼外肌手术
icd9procs	15.0	眼外肌或腱的诊断性操作
icd9procs	15.01	眼外肌或腱的活组织检查
icd9procs	15.09	眼外肌和腱的其他诊断性操作
icd9procs	15.1	一条眼外肌从眼球暂时性脱离的手术
icd9procs	15.11	一条眼外肌的后徙术
icd9procs	15.12	一条眼外肌的前徙术
icd9procs	15.13	一条眼外肌的部分切除术
icd9procs	15.19	一条眼外肌从眼球暂时性脱离的其他手术
icd9procs	15.2	一条眼外肌的其他手术
icd9procs	15.21	一条眼外肌的延长术
icd9procs	15.22	一条眼外肌的缩短术
icd9procs	15.29	一条眼外肌的其他手术
icd9procs	15.3	两条或两条以上眼外肌暂时从眼球脱离的手术,单眼或双眼
icd9procs	15.4	两条或两条以上眼外肌的其他手术,单眼或双眼
icd9procs	15.5	眼外肌移位术
icd9procs	15.6	眼外肌手术后的修复术
icd9procs	15.7	眼外肌损伤修补术
icd9procs	15.9	眼外肌和肌腱的其他手术
icd9procs	15.9	眼外肌和肌腱的其他手术
icd9procs	16	眼眶和眼球手术
icd9procs	16.0	眼眶切开术
icd9procs	16.0	眼眶切开术
icd9procs	16.01	眼眶切开术伴骨瓣
icd9procs	16.02	眼眶切开术伴置入眼眶植入物
icd9procs	16.09	其他眼眶切开术
icd9procs	16.09	其他眼眶切开术
icd9procs	16.1	去除眼穿透性异物NOS
icd9procs	16.2	眼眶和眼球的诊断性操作
icd9procs	16.21	检眼镜检查法
icd9procs	16.22	眼眶诊断性抽吸
icd9procs	16.23	眼球和眼眶的活组织检查
icd9procs	16.29	眼眶和眼球的其他诊断性操作
icd9procs	16.3	眼球内容物剜出术
icd9procs	16.31	去除眼内容物同时伴移植物植入巩膜壳
icd9procs	16.39	眼球其他内容物剜出术
icd9procs	16.4	眼球摘除术
icd9procs	16.41	眼球摘除术同时伴眼移植物的球囊植入并行肌肉附着术
icd9procs	16.42	眼球摘除术伴其他植入物
icd9procs	16.49	眼球其他摘除术
icd9procs	16.5	眼眶内容物剜出术
icd9procs	16.51	眼眶内容物剜出术伴去除邻近结构
icd9procs	16.52	眼眶内容物剜出术伴治疗性去除眶骨
icd9procs	16.59	其他眼眶内容物剜出术
icd9procs	16.6	眼球去除术后二期操作
icd9procs	16.61	二期眼植入物置入
icd9procs	16.62	眼植入物的修复术和再置入术
icd9procs	16.63	用移植物的眼摘除腔修复术
icd9procs	16.64	眼摘除腔的其他修复术
icd9procs	16.65	内容物剜出腔的二期移植物置入术
icd9procs	16.66	内容物剜出腔的其他修复术
icd9procs	16.69	眼球去除后的其他二期操作
icd9procs	16.7	去除眼或眼眶植入物
icd9procs	16.7	去除眼或眼眶植入物
icd9procs	16.71	去除眼植入物
icd9procs	16.72	去除眼眶植入物
icd9procs	16.72	去除眼眶植入物
icd9procs	16.8	眼球和眼眶损伤修补术
icd9procs	16.81	眼眶伤口修补术
icd9procs	16.82	眼球破裂修补术
icd9procs	16.89	眼球或眼眶损伤的其他修补术
icd9procs	16.9	眼眶和眼球的其他手术
icd9procs	16.9	眼眶和眼球的其他手术
icd9procs	16.91	球后注射治疗性药物
icd9procs	16.91	球后注射治疗性药物
icd9procs	16.92	眼眶病损切除术
icd9procs	16.93	眼病损切除术,未特指结构
icd9procs	16.98	眼眶其他手术
icd9procs	16.98	眼眶其他手术
icd9procs	16.99	眼球其他手术
icd9procs	17	其他种类手术
icd9procs	17.1	腹腔镜单侧腹股沟疝修补术
icd9procs	17.11	腹腔镜腹股沟直疝修补术，伴有移植物或假体
icd9procs	17.12	腹腔镜腹股沟斜疝修补术，伴有移植物或假体
icd9procs	17.13	腹腔镜腹股沟疝修补术，伴有移植物或假体NOS
icd9procs	17.2	腹腔镜双侧腹股沟疝修补术
icd9procs	17.21	腹腔镜双侧腹股沟直疝修补术，伴有移植物或假体
icd9procs	17.22	腹腔镜双侧腹股沟斜疝修补术，伴有移植物或假体
icd9procs	17.23	腹腔镜双侧腹股沟疝修补术，一侧为直疝，另一侧为斜疝，伴有移植物或假体
icd9procs	17.24	腹腔镜双侧腹股沟疝修补术，伴有移植物或假体NOS
icd9procs	17.3	腹腔镜大肠部分切除术
icd9procs	17.3	腹腔镜大肠部分切除术
icd9procs	17.31	腹腔镜多段大肠切除术
icd9procs	17.32	腹腔镜盲肠切除术
icd9procs	17.32	腹腔镜盲肠切除术
icd9procs	17.33	腹腔镜右半结肠切除术
icd9procs	17.34	腹腔镜横结肠切除术
icd9procs	17.35	腹腔镜左半结肠切除术
icd9procs	17.36	腹腔镜乙状结肠切除术
icd9procs	17.39	其他腹腔镜大肠部分切除术
icd9procs	17.39	其他腹腔镜大肠部分切除术
icd9procs	17.4	机器人援助操作
icd9procs	17.41	开放性机器人援助操作
icd9procs	17.42	腹腔镜机器人援助操作
icd9procs	17.43	经皮机器人援助操作
icd9procs	17.44	内镜机器人援助操作
icd9procs	17.45	胸腔镜机器人援助操作
icd9procs	17.49	其他和未特指的机器人援助操作
icd9procs	17.5	附加的心血管操作
icd9procs	17.51	置入可充电的心脏收缩力调节[CCM]装置，全系统
icd9procs	17.52	仅置入或置换心脏收缩力调节[CCM]可充电的脉冲发生器
icd9procs	17.53	经皮颅外血管粥样硬化切除术
icd9procs	17.54	颅内血管经皮粥样硬化切除术
icd9procs	17.55	经管腔冠状动脉粥样硬化切除术
icd9procs	17.56	其他非冠状血管粥样硬化切除术
icd9procs	17.6	诱导下激光间质热疗法
icd9procs	17.61	诱导下脑组织或脑损害的激光间质热疗法[LITT]
icd9procs	17.62	头和颈部损害或组织在诱导下的激光间质热疗法[LITT]
icd9procs	17.63	诱导下肝组织或肝损害的激光间质热疗法[LITT]
icd9procs	17.69	诱导下其他和未特指部位组织或部位损害的激光间质热疗法[LITT]
icd9procs	17.7	其他诊断性和治疗性操作
icd9procs	17.70	氯法拉滨静脉内灌注
icd9procs	17.71	手术中非冠状动脉荧光血管造影术[IFVA]
icd9procs	17.8	其他附属性操作
icd9procs	17.81	抗菌外膜置入
icd9procs	17.9	中医治疗技术
icd9procs	17.91	针刺和灸类技术
icd9procs	17.92	推拿类技术
icd9procs	17.93	刮痧类技术
icd9procs	17.94	拔罐类技术
icd9procs	17.95	敷熨熏浴类技术
icd9procs	17.96	中医微创技术
icd9procs	17.97	骨伤类技术
icd9procs	17.98	肛肠类技术
icd9procs	17.99	中医其他类技术
icd9procs	18	外耳手术
icd9procs	18.0	外耳切开术
icd9procs	18.01	耳垂造孔(扎耳朵眼)
icd9procs	18.02	外耳道切开术
icd9procs	18.09	外耳其他切开术
icd9procs	18.1	外耳诊断性操作
icd9procs	18.11	耳镜检查
icd9procs	18.12	外耳活组织检查
icd9procs	18.19	外耳其他诊断性操作
icd9procs	18.2	外耳病损切除术或破坏术
icd9procs	18.21	耳前窦道切除术
icd9procs	18.29	外耳其他病损切除术或破坏术
icd9procs	18.3	外耳其他切除术
icd9procs	18.3	外耳其他切除术
icd9procs	18.31	外耳病损根治性切除术
icd9procs	18.39	外耳其他切除术
icd9procs	18.39	外耳其他切除术
icd9procs	18.4	外耳裂伤缝合术
icd9procs	18.5	耳前突矫正术
icd9procs	18.6	外耳道重建术
icd9procs	18.7	外耳其他整形术
icd9procs	18.71	耳廓建造术
icd9procs	18.72	断耳再接术
icd9procs	18.79	外耳其他整形术
icd9procs	18.9	外耳其他手术
icd9procs	18.9	外耳其他手术
icd9procs	19	中耳重建术
icd9procs	19.0	镫骨撼动术
icd9procs	19.1	镫骨切除术
icd9procs	19.11	镫骨切除术伴砧骨置换
icd9procs	19.19	其他镫骨切除术
icd9procs	19.2	镫骨切除术的修复术
icd9procs	19.21	镫骨切除术伴砧骨置换的修复术
icd9procs	19.29	镫骨切除术的其他修复术
icd9procs	19.3	听骨链的其他手术
icd9procs	19.3	听骨链的其他手术
icd9procs	19.4	鼓膜成形术
icd9procs	19.5	其他鼓室成形术
icd9procs	19.52	鼓室成形术，II型
icd9procs	19.53	鼓室成形术，III型
icd9procs	19.54	鼓室成形术，IV型
icd9procs	19.55	鼓室成形术，V型
icd9procs	19.6	鼓室成形术的修复术
icd9procs	19.9	中耳其他修补术
icd9procs	19.9	中耳其他修补术
icd9procs	20	中耳和内耳其他手术
icd9procs	20.0	鼓膜切开术
icd9procs	20.0	鼓膜切开术
icd9procs	20.01	鼓膜切开术伴置管
icd9procs	20.01	鼓膜切开术伴置管
icd9procs	20.09	其他鼓膜切开术
icd9procs	20.1	去除鼓室造口术置管
icd9procs	20.2	乳突和中耳切开术
icd9procs	20.21	乳突切开术
icd9procs	20.22	岩锥气房切开术
icd9procs	20.23	中耳切开术
icd9procs	20.3	中耳和内耳诊断性操作
icd9procs	20.31	耳蜗电图
icd9procs	20.32	中耳和内耳活组织检查
icd9procs	20.39	中耳和内耳其他诊断性操作
icd9procs	20.4	乳突切除术
icd9procs	20.41	单纯乳突切除术
icd9procs	20.42	根治性乳突切除术
icd9procs	20.49	其他乳突切除术
icd9procs	20.5	中耳其他切除术
icd9procs	20.51	中耳病损切除术
icd9procs	20.59	中耳其他切除术
icd9procs	20.6	内耳开窗术
icd9procs	20.61	内耳开窗术(初次)
icd9procs	20.62	内耳开窗术的修复术
icd9procs	20.7	内耳切开术、切除术和破坏术
icd9procs	20.71	内淋巴分流术
icd9procs	20.72	内耳注射
icd9procs	20.79	内耳其他切开术、切除术和破坏术
icd9procs	20.8	咽鼓管手术
icd9procs	20.8	咽鼓管手术
icd9procs	20.9	内耳和中耳其他手术
icd9procs	20.91	鼓室交感神经切除术
icd9procs	20.92	乳突切除术的修复术
icd9procs	20.93	卵圆窗和圆窗修补术
icd9procs	20.94	鼓室注射
icd9procs	20.95	电磁助听器置入
icd9procs	20.96	耳蜗假体装置置入或置换术NOS
icd9procs	20.97	耳蜗假体装置植入或置换,单道
icd9procs	20.98	耳蜗假体装置置入或置换,多道
icd9procs	20.99	中耳和内耳其他手术
icd9procs	21	鼻手术
icd9procs	21.0	控制鼻出血
icd9procs	21.0	控制鼻出血
icd9procs	21.00	控制鼻出血NOS
icd9procs	21.01	控制鼻出血，用前鼻孔填塞
icd9procs	21.02	控制鼻出血，用后鼻孔和前鼻孔填塞
icd9procs	21.02	控制鼻出血，用后鼻孔和前鼻孔填塞
icd9procs	21.03	控制鼻出血，用烧灼术(和填塞术)
icd9procs	21.04	控制鼻出血，用筛动脉结扎术
icd9procs	21.05	控制鼻出血，用(经上颌窦)颌动脉结扎术
icd9procs	21.06	控制鼻出血，用颈外动脉结扎术
icd9procs	21.07	控制鼻出血，用切除鼻粘膜并在鼻中隔和鼻侧壁植皮
icd9procs	21.09	控制鼻出血，用其他方法
icd9procs	21.1	鼻切开术
icd9procs	21.2	鼻诊断性操作
icd9procs	21.21	鼻镜检查
icd9procs	21.22	鼻活组织检查
icd9procs	21.29	鼻其他诊断性操作
icd9procs	21.3	鼻病损局部切除术或破坏术
icd9procs	21.30	鼻病损切除术或破坏术NOS
