class	code	description
disease	B37.7	念珠菌性脓毒症
disease	B37.8	其他部位的念珠菌病
disease	B37.9	未特指的念珠菌病
disease	B38	球孢子菌病
disease	B38.0	急性肺球孢子菌病
disease	B38.1	慢性肺球孢子菌病
disease	B38.2	未特指的肺球孢子菌病
disease	B38.3	皮肤球孢子菌病
disease	B38.4+	球孢子菌病脑膜炎
disease	B38.7	播散性球孢子菌病
disease	B38.8	其他形式的球孢子菌病
disease	B38.9	未特指的球孢子菌病
disease	B39	组织胞浆菌病
disease	B39.0	急性肺荚膜组织胞浆菌病
disease	B39.1	慢性肺荚膜组织胞浆菌病
disease	B39.2	未特指的肺荚膜组织胞浆菌病
disease	B39.3	播散性荚膜组织胞浆菌病
disease	B39.4	未特指的荚膜组织胞浆菌病
disease	B39.5	杜波依西变种组织胞浆菌病
disease	B39.9	未特指的组织胞浆菌病
disease	B40	芽生菌病
disease	B40.0	急性肺芽生菌病
disease	B40.1	慢性肺芽生菌病
disease	B40.2	未特指的肺芽生菌病
disease	B40.3	皮肤芽生菌病
disease	B40.7	播散性芽生菌病
disease	B40.8	其他形式的芽生菌病
disease	B40.9	未特指的芽生菌病
disease	B41	副球孢子菌病
disease	B41.0	肺副球孢子菌病
disease	B41.7	播散性副球孢子菌病
disease	B41.8	其他形式的副球孢子菌病
disease	B41.9	未特指的副球孢子菌病
disease	B42	孢子丝菌病
disease	B42.0+	肺孢子丝菌病
disease	B42.1	淋巴皮肤的孢子丝菌病
disease	B42.7	播散性孢子丝菌病
disease	B42.8	其他形式的孢子丝菌病
disease	B42.9	未特指的孢子丝菌病
disease	B43	着色真菌病与棕色真菌病性脓肿
disease	B43.0	皮肤着色真菌病
disease	B43.1	棕色真菌病性脑脓肿
disease	B43.2	皮下棕色真菌病性脓肿和囊肿
disease	B43.8	其他形式的着色真菌病
disease	B43.9	未特指的着色真菌病
disease	B44	曲霉病
disease	B44.0	侵入性肺曲霉病
disease	B44.1	其他肺曲霉病
disease	B44.2	扁桃体曲霉病
disease	B44.7	播散性曲霉病
disease	B44.8	其他形式的曲霉病
disease	B44.9	未特指的曲霉病
disease	B45	隐球菌病
disease	B45.0	肺隐球菌病
disease	B45.1	大脑隐球菌病
disease	B45.2	皮肤隐球菌病
disease	B45.3	骨隐球菌病
disease	B45.7	播散性隐球菌病
disease	B45.8	其他形式的隐球菌病
disease	B45.9	未特指的隐球菌病
disease	B46	接合菌病
disease	B46.0	肺毛霉病
disease	B46.1	鼻大脑毛霉病
disease	B46.2	胃肠毛霉病
disease	B46.3	皮肤毛霉病
disease	B46.4	播散性毛霉病
disease	B46.5	未特指的毛霉病
disease	B46.8	其他接合菌病
disease	B46.9	未特指的接合菌病
disease	B47	足菌肿[足分枝菌病]
disease	B47.0	真菌性足菌肿
disease	B47.1	放线菌瘤
disease	B47.9	未特指的足菌肿
disease	B48	"其他真菌病,不可归类在他处者"
disease	B48.0	瘢痕疙瘩性芽生菌病
disease	B48.1	鼻孢子菌病
disease	B48.2	阿利什利菌病
disease	B48.3	地霉病
disease	B48.4	青霉病
disease	B48.5+	肺孢子虫病
disease	B48.7	机会性真菌病
disease	B48.8	其他特指的真菌病
disease	B49	未特指的真菌病
disease	B50	恶性疟原虫疟疾
disease	B50.0	恶性疟原虫疟疾伴有大脑并发症
disease	B50.8	其他严重的和有并发症的恶性疟原虫疟疾
disease	B50.9	未特指的恶性疟原虫疟疾
disease	B51	间日疟原虫疟疾
disease	B51.0	间日疟原虫疟疾伴有脾破裂
disease	B51.8	间日疟原虫疟疾伴有其他并发症
disease	B51.9	间日疟原虫疟疾不伴有并发症
disease	B52	三日疟原虫疟疾
disease	B52.0	三日疟原虫疟疾伴有肾病
disease	B52.8	三日疟原虫疟疾伴有其他并发症
disease	B52.9	三日疟原虫疟疾不伴有并发症
disease	B53	其他经寄生虫学证实的疟疾
disease	B53.0	卵形疟原虫疟疾
disease	B53.1	猴疟原虫性疟疾
disease	B53.8	其他经寄生虫学证实的疟疾，不可归类在他处者
disease	B54	未特指的疟疾
disease	B55	利什曼病
disease	B55.0	内脏利什曼病
disease	B55.1	皮肤利什曼病
disease	B55.2	粘膜皮肤利什曼病
disease	B55.9	未特指的利什曼病
disease	B56	非洲锥虫病
disease	B56.0	冈比亚锥虫病
disease	B56.1	津巴布韦锥虫病
disease	B56.9	未特指的非洲锥虫病
disease	B57	查加斯病
disease	B57.0+	急性查加斯病累及心脏
disease	B57.1	急性查加斯病，未累及心脏
disease	B57.2	（慢性）查加斯病累及心脏
disease	B57.3	（慢性）查加斯病累及消化系统
disease	B57.4	（慢性）查加斯病累及神经系统
disease	B57.5	（慢性）查加斯病累及其他器官
disease	B58	弓形虫病[弓形体病]
disease	B58.0+	眼弓形体病
disease	B58.1+	弓形虫肝炎
disease	B58.2+	弓形虫脑膜脑炎
disease	B58.3+	肺弓形体病
disease	B58.8	弓形虫病，累及其他器官
disease	B58.9	未特指的弓形虫病
disease	B60	其他原虫性疾病，不可归类在他处者
disease	B60.0	巴贝虫病
disease	B60.1	棘阿米巴病
disease	B60.2	纳归虫病
disease	B60.8	其他特指的原虫性疾病
disease	B64	未特指的原虫性疾病
disease	B65	血吸虫病[裂体吸虫病]
disease	B65.0	埃及血吸虫引起的血吸虫病[泌尿道血吸虫病]
disease	B65.1	曼森裂体吸虫引起的血吸虫病[肠道血吸虫病]
disease	B65.2	日本血吸虫引起的血吸虫病
disease	B65.3	尾蚴性皮炎
disease	B65.8	其他血吸虫病
disease	B65.9	未特指的血吸虫病
disease	B66	其他吸虫感染
disease	B66.0	后睾吸虫病
disease	B66.1	支睾吸虫病
disease	B66.2	支双腔吸虫病
disease	B66.3	片吸虫病
disease	B66.4	并殖吸虫病
disease	B66.5	姜片虫病
disease	B66.8	其他特指的吸虫感染
disease	B66.9	未特指的吸虫感染
disease	B67	棘球蚴病
disease	B67.0	肝细粒棘球蚴感染
disease	B67.1	肺细粒棘球蚴感染
disease	B67.2	骨细粒棘球蚴感染
disease	B67.3	其他部位和多部位的细粒棘球蚴感染
disease	B67.4	未特指的细粒棘球蚴感染
disease	B67.5	肝多房棘球蚴感染
disease	B67.6	其他部位和多部位的多房棘球蚴感染
disease	B67.7	未特指的多房棘球蚴感染
disease	B67.8	未特指的肝棘球蚴病
disease	B67.9	其他和未特指的棘球蚴病
disease	B68	绦虫病
disease	B68.0	猪肉绦虫的绦虫病
disease	B68.1	牛肉绦虫的绦虫病
disease	B68.9	未特指的绦虫病
disease	B69	囊虫病[囊尾蚴病]
disease	B69.0	中枢神经系统囊虫病
disease	B69.1	眼囊虫病
disease	B69.8	其他部位的囊虫病
disease	B69.9	未特指的囊虫病
disease	B70	裂头绦虫病和裂头蚴病
disease	B70.0	裂头绦虫病
disease	B70.1	裂头蚴病
disease	B71	其他绦虫感染
disease	B71.0	膜壳绦虫病
disease	B71.1	复孔绦虫病
disease	B71.8	其他特指的绦虫感染
disease	B71.9	未特指的绦虫感染
disease	B72	龙线虫病
disease	B73	盘尾丝虫病
disease	B74	丝虫病
disease	B74.0	斑氏吴策线虫引起的丝虫病
disease	B74.1	马来（布鲁格）丝虫引起的丝虫病
disease	B74.2	帝汶（布鲁格）丝虫引起的丝虫病
disease	B74.3	罗阿丝虫病
disease	B74.4	曼森丝虫病
disease	B74.8	其他丝虫病
disease	B74.9	未特指的丝虫病
disease	B75	旋毛虫病
disease	B76	钩虫病
disease	B76.0	（十二指肠）钩虫病
disease	B76.1	美洲钩虫病
disease	B76.8	其他钩虫病
disease	B76.9	未特指的钩虫病
disease	B77	蛔虫病
disease	B77.0	蛔虫病伴有肠道并发症
disease	B77.8	蛔虫病伴有其他并发症
disease	B77.9	未特指的蛔虫病
disease	B78	类圆线虫病
disease	B78.0	肠道类圆线虫病
disease	B78.1	皮肤类圆线虫病
disease	B78.7	播散性类圆线虫病
disease	B78.9	未特指的类圆线虫病
disease	B79	鞭虫病
disease	B80	蛲虫病
disease	B81	其他肠道蠕虫病，不可归类在他处者
disease	B81.0	异尖线虫病
disease	B81.1	肠道毛细线虫病
disease	B81.2	毛圆线虫病
disease	B81.3	肠道血管圆线虫病
disease	B81.4	混合型肠道蠕虫病
disease	B81.8	其他特指的肠道蠕虫病
disease	B82	未特指的肠道寄生虫病
disease	B82.0	未特指的肠道蠕虫病
disease	B82.9	未特指的肠道寄生虫病
disease	B83	其他蠕虫病
disease	B83.0	内脏幼虫移行症
disease	B83.1	颚口线虫病
disease	B83.2	广州副圆线虫引起的血管圆线虫病
disease	B83.3	比翼（线虫）病
disease	B83.4	内部水蛭病
disease	B83.8	其他特指的蠕虫病
disease	B83.9	未特指的蠕虫病
disease	B85	虱病和阴虱病
disease	B85.0	头虱引起的虱病
disease	B85.1	体虱引起的虱病
disease	B85.2	未特指的虱病
disease	B85.3	阴虱病
disease	B85.4	混合型虱病和阴虱病
disease	B86	疥疮
disease	B87	蝇蛆病
disease	B87.0	皮肤蝇蛆病
disease	B87.1	伤口蝇蛆病
disease	B87.2	眼蝇蛆病
disease	B87.3	鼻咽蝇蛆病
disease	B87.4	耳蝇蛆病
disease	B87.8	其他部位的蝇蛆病
disease	B87.9	未特指的蝇蛆病
disease	B88	其他病虫侵染
disease	B88.0	其他螨病
disease	B88.1	潜蚤病[沙蚤侵染]
disease	B88.2	其他节肢动物侵染
disease	B88.3	外部水蛭病
disease	B88.8	其他特指的病虫侵染
disease	B88.9	未特指的病虫侵染
disease	B89	未特指的寄生虫病
disease	B90	结核病后遗症
disease	B90.0	中枢神经系统结核的后遗症
disease	B90.1	尿生殖系结核的后遗症
disease	B90.2	骨和关节结核的后遗症
disease	B90.8	其他器官结核的后遗症
disease	B90.9	呼吸道结核和未特指结核的后遗症
disease	B91	脊髓灰质炎的后遗症
disease	B92	麻风的后遗症
disease	B94	其他和未特指的传染病和寄生虫病的后遗症
disease	B94.0	沙眼的后遗症
disease	B94.1	病毒性脑炎的后遗症
disease	B94.2	病毒性肝炎的后遗症
disease	B94.8	其他特指传染病和寄生虫病的后遗症
disease	B94.9	未特指的传染病或寄生虫病的后遗症
disease	B95	链球菌和葡萄球菌作为分类于其他章疾病的原因
disease	B95.0	A族链球菌作为分类于其他章疾病的原因
disease	B95.1	B族链球菌作为分类于其他章疾病的原因
disease	B95.2	D族链球菌和肠球菌作为分类于其他章疾病的原因
disease	B95.3	肺炎链球菌作为分类于其他章疾病的原因
disease	B95.4	其他链球菌作为分类于其他章疾病的原因
disease	B95.5	未特指的链球菌作为分类于其他章疾病的原因
disease	B95.6	金黄色葡萄球菌作为分类于其他章疾病的原因
disease	B95.7	其他葡萄球菌作为分类于其他章疾病的原因
disease	B95.8	未特指的葡萄球菌作为分类于其他章疾病的原因
disease	B96	其他特指的细菌性病原体作为疾病分类于其他章节的原因
disease	B96.0	肺炎支原体作为疾病分类于其他章的原因
disease	B96.1	肺炎杆菌作为疾病分类于其他章的原因
disease	B96.2	大肠杆菌作为疾病分类于其他章的原因
disease	B96.3	流感嗜血杆菌作为疾病分类于其他章的原因
disease	B96.4	变形菌（奇异）（摩根）作为疾病分类于其他章的原因
disease	B96.5	假单胞菌属（铜绿）作为疾病分类于其他章的原因
disease	B96.6	脆弱（微小）杆菌作为疾病分类于其他章的原因
disease	B96.7	产气荚膜梭状芽胞杆菌作为疾病分类于其他章的原因
disease	B96.8	其他特指的细菌性病原体作为疾病分类于其他章的原因
disease	B97	病毒性病原体作为疾病分类于其他章的原因
disease	B97.0	腺病毒作为疾病分类于其他章的原因
disease	B97.1	肠病毒作为疾病分类于其他章疾病的原因
disease	B97.2	冠状病毒作为疾病分类于其他章的原因
disease	B97.3	反转录病毒作为疾病分类于其他章的原因
disease	B97.4	呼吸道合胞体病毒作为疾病分类于其他章的原因
disease	B97.5	呼肠孤病毒作为疾病分类于其他章疾病的原因
disease	B97.6	细小病毒作为疾病分类于其他章的原因
disease	B97.7	乳头状瘤病毒作为疾病分类于其他章的原因
disease	B97.8	其他病毒性病原体作为疾病分类于其他章疾病的原因
disease	B98	其他指定的传染病原作为疾病分类于其他章的原因
disease	B98.0	幽门螺杆菌[H.pylori]作为疾病分类于其他章的原因
disease	B98.1	创伤弧菌作为分类于其他章疾病的原因
disease	B99	其他和未特指的传染病
disease	C00	唇恶性肿瘤
disease	C00.0	外上唇恶性肿瘤
disease	C00.1	外下唇恶性肿瘤
disease	C00.2	外唇未特指的恶性肿瘤
disease	C00.3	上唇内面恶性肿瘤
disease	C00.4	下唇内面恶性肿瘤
disease	C00.5	唇内面未特指的恶性肿瘤
disease	C00.6	唇连合的恶性肿瘤
disease	C00.8	唇交搭跨越恶性肿瘤的损害
disease	C00.9	未特指的唇恶性肿瘤
disease	C01	舌根恶性肿瘤
disease	C02	舌其他和未特指部位的恶性肿瘤
disease	C02.0	舌背面恶性肿瘤
disease	C02.1	舌缘恶性肿瘤
disease	C02.2	舌腹面恶性肿瘤
disease	C02.3	舌前三分之二部位未特指的恶性肿瘤
disease	C02.4	舌扁桃体恶性肿瘤
disease	C02.8	舌交搭跨越恶性肿瘤的损害
disease	C02.9	未特指的舌恶性肿瘤
disease	C03	牙龈恶性肿瘤
disease	C03.0	上牙龈恶性肿瘤
disease	C03.1	下牙龈恶性肿瘤
disease	C03.9	未特指的牙龈恶性肿瘤
disease	C04	口底恶性肿瘤
disease	C04.0	口底前部恶性肿瘤
disease	C04.1	口底侧部恶性肿瘤
disease	C04.8	口底交搭跨越恶性肿瘤的损害
disease	C04.9	未特指的口底恶性肿瘤
disease	C05	腭恶性肿瘤
disease	C05.0	硬腭恶性肿瘤
disease	C05.1	软腭恶性肿瘤
disease	C05.2	悬雍垂恶性肿瘤
disease	C05.8	腭交搭跨越恶性肿瘤的损害
disease	C05.9	未特指的腭恶性肿瘤
disease	C06	口其他和未特指部位的恶性肿瘤
disease	C06.0	颊粘膜恶性肿瘤
disease	C06.1	口前庭恶性肿瘤
disease	C06.2	磨牙后区恶性肿瘤
disease	C06.8	口的其他和未特指部位交搭跨越恶性肿瘤的损害
disease	C06.9	未特指的口恶性肿瘤
disease	C07	腮腺恶性肿瘤
disease	C08	大涎腺其他和未特指的恶性肿瘤
disease	C08.0	下颌下腺恶性肿瘤
disease	C08.1	舌下腺恶性肿瘤
disease	C08.8	大涎腺交搭跨越恶性肿瘤的损害
disease	C08.9	未特指的大涎腺恶性肿瘤
disease	C09	扁桃体恶性肿瘤
disease	C09.0	扁桃体窝恶性肿瘤
disease	C09.1	（前）（后）扁桃体柱恶性肿瘤
disease	C09.8	扁桃体交搭跨越恶性肿瘤的损害
disease	C09.9	未特指的扁桃体恶性肿瘤
disease	C10	口咽恶性肿瘤
disease	C10.0	会厌谷恶性肿瘤
disease	C10.1	会厌前面恶性肿瘤
disease	C10.2	口咽侧壁恶性肿瘤
disease	C10.3	口咽后壁恶性肿瘤
disease	C10.4	鳃裂恶性肿瘤
disease	C10.8	口咽交搭跨越恶性肿瘤的损害
disease	C10.9	未特指的口咽恶性肿瘤
disease	C11	鼻咽恶性肿瘤
disease	C11.0	鼻咽上壁恶性肿瘤
disease	C11.1	鼻咽后壁恶性肿瘤
disease	C11.2	鼻咽侧壁恶性肿瘤
disease	C11.3	鼻咽前壁恶性肿瘤
disease	C11.8	鼻咽交搭跨越恶性肿瘤的损害
disease	C11.9	未特指的鼻咽恶性肿瘤
disease	C12	梨状窦恶性肿瘤
disease	C13	咽下部恶性肿瘤
disease	C13.0	环状软骨后部恶性肿瘤
disease	C13.1	杓状会厌褶，咽下面的恶性肿瘤
disease	C13.2	下咽后壁恶性肿瘤
disease	C13.8	下咽交搭跨越恶性肿瘤的损害
disease	C13.9	未特指的下咽恶性肿瘤
disease	C14	唇、口腔和咽其他和部位不明的恶性肿瘤
disease	C14.0	未特指的咽恶性肿瘤
disease	C14.2	瓦尔代尔扁桃体环恶性肿瘤
disease	C14.8	唇、口腔和咽交搭跨越恶性肿瘤的损害
disease	C15	食管恶性肿瘤
disease	C15.0	颈部食管恶性肿瘤
disease	C15.1	胸部食管恶性肿瘤
disease	C15.2	腹部食管恶性肿瘤
disease	C15.3	食管上三分之一的恶性肿瘤
disease	C15.4	食管中三分之一的恶性肿瘤
disease	C15.5	食管下三分之一的恶性肿瘤
disease	C15.8	食管交搭跨越恶性肿瘤的损害
disease	C15.9	未特指的食管恶性肿瘤
disease	C16	胃恶性肿瘤
disease	C16.0	贲门恶性肿瘤
disease	C16.1	胃底恶性肿瘤
disease	C16.2	胃体恶性肿瘤
disease	C16.3	幽门窦恶性肿瘤
disease	C16.4	幽门恶性肿瘤
